Name_audio,Transcription,label,text_len,sentiment,clean_text
15dec_K53_1," Да вы что? Александр, это Ну что, поздравляю вас! А вот как же, ваши, тоже Не знаю. Кандидаты. Тот же самый Илюша Малаков. Ну вот он тоже, он же тоже его Да вы что. Я правда вас поздравляю! Честно, искренне. И желаю вам хорошей работы! Просто удивительно на самом деле, что вот вы такой молодой ",удивление,55,1,александр ну поздравлять ваш знать кандидат самый илюша малак ну правда поздравлять честно искренне желать хороший работа просто удивительно дело молодой
15dec_D12_1_p2,"Что, Саша, ты, ты о чём сейчас говоришь? Да билеты уже куплены, ну Саша, ну ты что, что? То есть ты хочешь, чтобы я сама полетела, да? Нормально! Нет, Саша! Мы договаривались вместе лететь, вдвоём!",гнев,35,-1,саша говорить билет купить ну саша ну хотеть полететь нормально саша договариваться вместе лететь вдвоём
14dec_N17_1,"Около моего дома находится очень много деревьев. есть каток. Мой дом находиться недалеко от дороги, но при этом он стоит перпендикулярно и из-за этого мы не слышим шум машин. Также находится три магазина больших. Парк, много лавочек, есть мусорки везде. Парковки есть, но их мало.   , много зелени, и недалеко находится еще школа.",нейтраль,53,0,около дом находиться очень дерево каток дом находиться недалеко дорога стоить перпендикулярно из-за слышать шум машина также находиться магазин больший парк лавочка мусорк везде парковка мало зелень недалеко находиться ещё школа
15dec_K45_2,"Да.Ага. Почему? Так Вы тоже пропахли? Да , да чувствую . Это он весь полет потел ? Ну, я вам симпатизирую . ",отвращение,22,-1,да.ага почему пропахнуть чувствовать весь полёт потеть ну симпатизировать
15dec_D51_1,Фу. ,отвращение,1,-1,фу
14dec_N22_1,"я расскажу про яичницу надо взять яйца я беру штук 5-6 беру сковородку, сковородку ставлю на огонь, сначала на небольшой, на сковородку немного масла наливаю и жду минуту, потом беру яйца, всю внутренность из яйца я вынимаю на сковородку, далее я люблю добавить туда помидоры можно немного сыра потом накрыть это крышкой и оставить минут на 5 и чтобы немножко было по зажаристей, так будет вкуснее",нейтраль,66,0,рассказать яичница взять яйцо брать штука 5-6 брать сковородка сковородка ставить огонь сначала небольшой сковородка немного масло наливать ждать минута брать яйцо весь внутренность яйцо вынимать сковородка далее любить добавить туда помидор немного сыр накрыть крышка оставить минута 5 немножко зажаристый вкусный
10dec_N11_1_p5,Меня зовут Александрова Кристина. Мне двадцать два года. Родилась я в городе Новосибирске. Прожила там до двенадцати лет и переехала в Москву. С детства занималась синхронным плаванием: ну как с детства: с десяти лет. Продолжила уже спортивную карьеру здесь. Училась в школе параллельно. Закончила школу. Два года поступала в театральный институт. Поступила со второго года. Сейчас заканчиваю четвертый курс.,нейтраль,59,0,звать александров кристина двадцать год родиться город новосибирск прожить двенадцать год переехать москва детство заниматься синхронный плавание ну детство десять год продолжить спортивный карьера учиться школа параллельно закончить школа год поступать театральный институт поступить второй год заканчивать четвёртый курс
16dec_D52_1," Фу И че? Ой Фу,слушай сейчас меня.. Слушай,меня тошнит уже,перестань пожалуйста,я тебя умоляю. ",отвращение,13,-1,фу че ой фу слушать .. слушать тошнить перестать пожалуйста умолять
16dec_D23_2,"В общем Вов, ты знаешь. Мы летим, всё нормально. Жить мы будем, я тебе сейчас скажу, не там где мы запланировали. Да. Я позвонила в нашу компанию и они сказали что есть возможность снять дом с видом на океан! Прямо Там. Подожди. В двухстах метров от океана уже! Да! Двухэтажный дом. Мы там будем жить ну три человека, примерно, на верху, три человека внизу. Каждое утро, да. Мы будем просыпаться и сразу вид открывается на этот безграничный, огромный океан. ",радость,79,1,общий вов знать лететь всё нормально жить сказать запланировать позвонить наш компания сказать возможность снять дом вид океан прямо подождать двести метр океан двухэтажный дом жить ну человек примерно верх человек внизу каждый утро просыпаться сразу вид открываться безграничный огромный океан
16dec_K63_1,"Представляешь, я теперь все самый главный в этой компании. Меня назначили вице-президентом. Вот главнее меня только главный акционер. Да. Просто. Да к черту его, его уволили, посадили в тюрьму за коррупцию и теперь я. Да, да, мне сразу столько звонков, столько людей предлагают, деньги, я просто не знаю, что делать. Вот вот сейчас позвонили и сказали, что теперь буду я. Вот. Вот. Да. Вот. Я как раз сейчас должен прийти и вам сообщить. В актовом зале собираемся через пол часа. Вот. Да, да, да, так что все. Да и я вас прошу Екатерина Владимировна называть меня на вы.",радость,98,1,представлять всё самый главный компания назначить вице-президент главный главный акционер просто черта уволить посадить тюрьма коррупция я. сразу столько звонок столько человек предлагать деньга просто знать делать позвонить сказать я. должный прийти сообщить актовый зал собираться пол час всё просить екатерина владимирович называть
22dec_K24_2,"Да, я знаю. Не знаю. А что случилось? Угу. Он тоже меня многому научил. Угу. Теперь будем держаться. ",грусть,18,-1,знать знать случиться угу многое научить угу держаться
22dec_D21_2,"Слушай Равиль я не могу тебе не сказать. Помнишь я тебе говорила что у меня в общем есть один знакомый у которого есть яхта … Помнишь? Слушай я договорилась и мы едем на остров Пипи! Это там где снимали это там где снимали Остров помнишь с Леонардо Ди Каприо это самый красивый остров в Тайланде! Да. Слушай он нам даст свою яхту и мы будем кататься целый день бесплатно! А ещё там кстати будет Да-да ! ну смотри целые сутки у нас! Там будет у нас … Да бесплатно говорюж тебе ! Это мой знакомый ! и в общем у нас будет ужин специальный там типо на морскую тему там будут ловить каких-то гадов и мы будем их пробовать ! и в общем это очень круто все, прикинь ! Надо сказать скорее Танюхе с Сашкой и тогда чтобы и во-первых взять с собой красивый купальник",радость,145,1,слушать равиль мочь сказать помнить говорить общий знакомый который яхта … помнить слушать договориться ехать остров пипеть снимать снимать остров помнить леонардо ди каприо самый красивый остров таиланд слушать дать свой яхта кататься целый день бесплатно ещё кстати да-да ну смотреть целый сутки … бесплатно говорюжий знакомый общий ужин специальный типо морской тема ловить какой-то гад пробовать общий очень круто всё прикинуть сказать скорее танюх сашка во-первых взять красивый купальник
14dec_K22_1_p1,"Представляешь, сегодня узнал, что Ваня увольняется. Он, он уходит, он уезжает. У него какие-то проблемы и он поедет в родной город, в Сыктывкар. Теперь будет работать там. Да столько. Ты не представляешь мы с ним начинали. И вот теперь он должен это все променять и уехать куда-то в Сыктывкар. А? Хотели, вот буквально вот летом. Собирались уже, готовились. Но знаешь. Обидно.",грусть,61,-1,представлять сегодня узнать ваня увольняться уходить уезжать какой-то проблема поехать родный город сыктывкар работать столько представлять начинать должный всё променять уехать куда-то сыктывкар хотеть буквально лето собираться готовиться знать обидно
22dec_D44_1,"Я не купил. Потому что не успел. Кать правда, я правда очень сожалею, просто ну. Правда, просто. Кать да я знаю, знаю, ну правда, ну. Кать прости пожалуйста, прости, пожалуйста прости. Я, я, я прост. Ну ты же знаешь,что . Я правда, я очень. Я знаю, я знаю, правда, я. Ну . Я, я. Кать правда прости, я, я не хотел.",грусть,61,-1,купить успеть катя правда правда очень сожалеть просто ну правда просто катя знать знать ну правда ну катя простить пожалуйста простить пожалуйста простить простой ну знать правда очень знать знать правда я. ну я. катя правда простить хотеть
22dec_K52_1,"Богомолов? В смысле? Эпизод? Да, не может быть. Вы же только выпустились. И к Богомолову? Да не брешите, что Вы мне говорите? А, я понял, кто у Вас отец? Мама, кто есть? Дядя? Да, знаем мы таких детей, знаем мы таких детей, которые сразу после института сразу. Ну это, наверное, очень маленький спектакль.",удивление,53,1,богомолов смысл эпизод мочь выпуститься богомолов брехать говорить понять отец мама дядя знать ребёнок знать ребёнок который сразу институт сразу ну наверное очень маленький спектакль
15dec_D61_1,"Да ну ладно,Саш. Так ведь Дашка же туда поехала. Дашка поехала туда,Саш! Ты точно уверен,что это произошло именно в Париже? Так Дашка у меня уехала,она купила себе путешествие туда и вот,буквально,я не знаю там,день назад она уже уже там. И сейчас я ей вот звонила буквально,я не знаю,там час назад. Она была вот именно там,рядом,в этом месте,в центральном,вот рядом с башней Блин,Саш,я боюсь. Господи,что теперь делать-то а? Ну в какой МЧС,Саш ",страх,71,-1,ну ладный саша дашка туда поехать дашка поехать туда саша точно уверенный произойти именно париж дашка уехать купить путешествие туда буквально знать день назад звонить буквально знать час назад именно рядом место центральный рядом башня блин саша бояться господь делать-то ну мчс саша
19dec_N13_1_p1,"Беру кастрюлю, ставлю её на плитку, включаю плиту, достаю молоко из холодильника, заливаю молоко, примерно четыреста миллилитров, довожу до кипения, высыпаю крупу, геркулесовую, все это готовлю минут пятнадцать- двадцать, выкладываю кашу на тарелку, добавляю сухофрукты, мед, готово. ",нейтраль,37,0,брать кастрюля ставить её плитка включать плита доставать молоко холодильник заливать молоко примерно четыреста миллилитр довозить кипение высыпать круп геркулесовый всё готовить минута пятнадцать- двадцать выкладывать каша тарелка добавлять сухофрукты мёд готовый
22dec_D62_1,"Сейчас в центре Берлина, это, взрыв прогремел. Там возле вокзала что ли. . Как? Подожди. Когда? Подожди. Когда они уехали? Ты. Гудки идут? Поедем к ним. Конечно, одевайся. . Звони скорее тогда, чего ты ждешь то? Одевайся, я сказал, скорее.",страх,40,-1,центр берлин взрыв прогреметь возле вокзал подождать подождать уехать гудок идти поехать конечно одеваться звонить скорее ждать одеваться сказать скорее
15dec_D41_2_p3,"Ну, как обычно . Че я в приницпе, больше другого ничего и не жду . Как в прошлый раз. Как вообще во все прошлые разы, когда вот я тебе че то поручал. Ты всегда вот говоришь про других . Че ты делала ? Че ты с Кристи чтоли зажигала или с Лизком куда то ездила опять? Ну че ты скажи мне че нить в свое оправдание. Иди ищи билеты на этот рейс . Иди , че я скажу Александру Яковлевичу . Че я скажу Владимиру Сергеевичу . Давай говори мне, говори че говорить или может тебе трубку дать , чтобы ты сама с ними поговорила? Оборзели уже блин. Серьезно две недели назада билеты сбросил ей. Говорю зарегестрируй, че сложно чтоли так? Или че у тебя интернета не работает ? Денег, нет на телефоне? Так , я скину ",гнев,137,-1,ну обычно че приницп большой ждать прошлый вообще всё прошлый че поручать говорить че делать че кристи чтоль зажигать лизкома ездить ну че сказать че нить свой оправдание идти искать билет рейс идти че сказать александр яковлевич че сказать владимир сергеевич давать говорить говорить че говорить мочь трубка дать поговорить оборзель блин серьёзно неделя назад билет сбросить говорить зарегестрировать че сложно чтоль че интернет работать деньга телефон скинуть
19dec_D73_2," Крис? Ханой, чего ты здесь делаешь? Ну да, я моделью работаю. А ты что здесь делаешь? Подожди, ты беременна? А, подожди, какой у тебя.. У тебя чего, восьмой месяц уже? Подожди, здесь, от вьетнамца? Ничего себе! Ого. Да. А ты же в Европе хотела жить. Как ты здесь оказалась? ",удивление,49,1,крис ханой делать ну модель работать делать подождать беременный подождать .. восьмой месяц подождать вьетнамец ого европа хотеть жить оказаться
14dec_K13_1,"Что происходит? Как мы застряли? Почему мы застряли? На какую кнопку? На какую кнопку здесь нажимать, скажи мне. Как мы могли застрять? Ничего не нажимается, ничего не нажимается. На какой мы высоте? Как десятый? Мы упадем! Мы сейчас упадем в этом лифте, мы застряли, я не знаю что. У нас закончится воздух. У меня нет ингалятора, у меня астма, я сейчас задохнусь здесь. Где диспетчер?",страх,65,-1,происходить застрять почему застрять кнопка кнопка нажимать сказать мочь застрять нажиматься нажиматься высота десятый упасть упасть лифт застрять знать закончиться воздух ингалятор астма задохнуться диспетчер
22dec_K62_2,"Я точно должна это знать? Не, не, не рассказывай, рассказывайте. Ага. А я ее знаю? Неужели это? Любовь Сергеевна? Кошмар, у нее же дети и муж. У него тоже семья. И что они прям? И что вы сделали? Вы закрыли дверь и ушли? Вы остались смотреть?",удивление,46,1,точно должный знать рассказывать рассказывать ага знать неужели любовь сергеевич кошмар ребёнок муж семья прям сделать закрыть дверь уйти остаться смотреть
16dec_D51_2,"В Китае посмотрела передачу. В Китае ужасно противная еда. Ты открываешь эту лапшу вок, ты представляешь, ты её открываешь и там вместе с этой лапшой вот так вот вертится. Вот так вот. Вот так вот ползают эти червяки и люди это едят. Они не замечают этих червяков, берут эти палочки, кладут в рот, и там их разжевывают. А как готовятся эти блюда. Эти повара не моют руки перед приготовлением, они достают эту лапшу полуготовую, которая была приготовлена месяц назад и кладут их в блюда.",отвращение,84,-1,китай посмотреть передача китай ужасно противный еда открывать лапша вок представлять её открывать вместе лапша вертеться ползать червяк человек замечать червяк брать палочка класть рот разжёвывать готовиться блюдо повар мыть рука приготовление доставать лапша полуготовый который приготовить месяц назад класть блюдо
16dec_K41_2,"Ой, ой, Господи… Ой пожалуйста не рассказывайте мне об этом. Ой, не говорите, достаточно уже этого запаха. Ой, ничего не говорите. У нас была такая ситуация в доме. Я живу на первом этаже, у нас по всему этажу был такой запах",отвращение,41,-1,ой ой господи… ой пожалуйста рассказывать ой говорить достаточно запах ой говорить ситуация дом жить первый этаж весь этаж запах
16dec_N14_1,"Я родился в Одессе. Во время школы ходил в театр, увлекался театром, Во время школы хотел как-то попробовать себя в искусстве, в кино. Ходил в Одесскую киностудию, хотел сниматься в разных фильмах, в эпизодических ролях, после школы пошел работать в театр монтировщиком, поработал год монтировщиком в театре, После этого уехал в Москву, работал администратором на Первом канале, потом из-за близости от Останкино пошел попробовал себя во ВГИК поступил, во ВГИК, закончил ВГИК, вот, и вот уже четыре года я живу без ВГИКа ",нейтраль,82,0,родиться одесса время школа ходить театр увлекаться театр время школа хотеть как-то попробовать искусство кино ходить одесский киностудия хотеть сниматься разный фильм эпизодический роль школа пойти работать театр монтировщик поработать год монтировщик театр уехать москва работать администратор первый канал из-за близость останкино пойти попробовать вгик поступить вгик закончить вгик четыре год жить вгик
22dec_K54_1,"Танцуете? . Концерт сегодня, да? Ну что вы. Повысили? Когда? Подождите, когда повысили? А кто повысил? . А подожи, а вы сколько здесь работаете? Два месяца и, угу, это вы после института сразу пришли, да? И вас сразу повысили? , как то странно, нет? И вот так вот, а какое у вас образование? угу, эканомика и пиар,  , то есть, хм. А за что? Хорошо работали? С утками?",удивление,68,1,танцевать концерт сегодня ну повысить подождать повысить повысить подож сколько работать месяц угу институт сразу прислать сразу повысить странно образование угу эканомик пиар хм хорошо работать утка
22dec_K11_2,"Равиль, вы главное не паникуйте. Подождите, сейчас. Нет. Сейчас мы же уже нажали на кнопочку. Да, да, да. Так мы уже нажали. Я уже нажала, не переживайте. Вы главное не паникуйте. Да, хорошо. Да я нажала, видите она уже горит. Она горит эта кнопка, значит. Да я вас не успокаиваю. Нет здесь нет люков. Нам надо просто подождать.",страх,58,-1,равиль главное паниковать подождать нажать кнопочка нажать нажать переживать главное паниковать хорошо нажать видеть гореть гореть кнопка значит успокаивать люковый просто подождать
19dec_K43_2,"Вижу, я не слепой. Девушка зачем вы это описываете? Вам приятно что ли? Вы извращенка? И так мерзко. ",отвращение,18,-1,видеть слепой девушка описывать приятно извращенок мерзко
15dec_K41_1,"Так вы, вы не в курсе? А что у нас? У вас в офисе? Вашу часть еще не так залила, не так залило. А в нашей, вы бы видели, что, это просто такой запах.Я не знаю, ну, наверное. Знаете, как иногда в лифт заходишь такой же прям, ой, господи, фу. Да, там в общем прорвало трубу и вот эта вся. Канализационную, и простите весь пол, я не буду говорить в чем, но вы понимаете, в чем он. Я как-то наступила и смотрю, господи. А вы что, вы не будете убирать в своем офисе? .",отвращение,94,-1,курс офис ваш часть ещё залить залить наш видеть просто запах.ть знать ну наверное знать лифт заходить прям ой господь фу общий прорвать труба весь канализационный простить весь пол говорить понимать как-то наступить смотреть господь убирать свой офис
19dec_K42_1,"Фу, господи. Вы чувствуете какой-то пропастиной воняет это всё? Я просто не могу понять это что? Это не только извините меня, моча это какая-то... навоз какой-то.  фу, госоподи. Слушайте, хорошо что ещё мухи не полетели, и вообще фу... еще лечинки не развились тут. Я просто не понимаю это что никто не убирает что ли?  фу. Ну пожалуйста не каркайте ладно только вот, и так воняет.",отвращение,65,-1,фу господь чувствовать какой-то пропастина вонять всё просто мочь понять извинить моча какой-то ... навоз какой-то фу госоподить слушайте хорошо ещё муха полететь вообще фу ... ещё лечинк развиться просто понимать никто убирать фу ну пожалуйста каркать ладный вонять
19dec_K52_2,"Кристина Маратовна, меня назначили начальником отдела. Какой? Отдел разработок. Да, вот, недавно его открыли, и я начальник. Так вот, две недели назад. Что? Начальник. Так откуда я знаю? Спросите.",радость,29,1,кристина маратович назначить начальник отдел отдел разработка недавно открыть начальник неделя назад начальник откуда знать спросить
22dec_D42_1,"Короче я я не успел билеты выкупить. Подожди я правда. Я не успел купить билеты, да. Нет я не шучу. Ну подожди, может мы найдём чего-нибудь другое. Сейчас же горячие путёвки есть! Ну Кать, ну правда, мы найдём другие путёвки. Кать, не кричи пожалуйста. Я... Кать, ну я же не хотел этого делать!",грусть,53,-1,короче успеть билет выкупить подождать правда успеть купить билет шутить ну подождать мочь найти что-нибудь горячий путёвка ну катя ну правда найти путёвка катя кричать пожалуйста ... катя ну хотеть делать
15dec_D43_2,"А, молодец, как обычно вообще, я в принципе другого ничего не жду, не оплатила, ну ищи теперь новый этот билет, что там на рейс на этот как мы полетим. Ничего нет вообще, да? Ну все хорошо, вот в принципе так и надо, вот прям как запланировано, вот я тебе неделю назад сбросил эти билеты. Говорю «давай, зарегистрируй», ты говоришь, «да, да, да, я все сделаю, я завтра сделаю». Я тебе напоминал, Люба, напоминал. Да это не оправдание, Люб. Ну и что много работы? У меня что-ли работы нет? Много работы у всех, у всей нашей группы есть работа, но все каждый занимается, каждый что-то сделал, а ты не сделала.",гнев,109,-1,молодец обычно вообще принцип ждать оплатить ну искать новый билет рейс полететь вообще ну всё хорошо принцип прям запланировать неделя назад сбросить билет говорить давать зарегистрировать говорить всё сделать завтра сделать напоминать люба напоминать оправдание люба ну работа что-ли работа работа весь весь наш группа работа всё каждый заниматься каждый что-то сделать сделать
22dec_K23_2,"Угу. Да, я знаю. Маме сколько было? Да ты что, такая молодая. Ну знаешь, это жизнь. Ну. У тебя своя жизнь, у него своя. Да, он прекрасный был, правда? Теперь будем без наших тусовок. Ну теперь будешь сам, пора уже брать ответственность. Меня тоже.",грусть,44,-1,угу знать мама сколько молодой ну знать жизнь ну свой жизнь свой прекрасный правда наш тусовка ну пора брать ответственность
14dec_K22_1_p3,"Представляешь, Ваня сегодня увольняется. И теперь переезжает обратно домой в Сыктывкар. Мы его больше не увидим. Так много с ним проработали. Он. Сколько?12 лет уже здесь. Да. Весело так еще с ним. Он любит шутить. Любил шутить. Сейчас уедет. А на гитаре как он играл классно. Да. Весело было. . Совместный. Мы хотели с ним летом поехать в экспедицию куда-нибудь на горы. Понаблюдать за закатами, за рассветами, за природой. Теперь вот не получится.",грусть,73,-1,представлять ваня сегодня увольняться переезжать обратно домой сыктывкар большой увидеть проработать сколько 12 год весело ещё любить шутить любить шутить уехать гитара играть классно весело совместный хотеть лето поехать экспедиция куда-нибудь гора понаблюдать закат рассвет природа получиться
15dec_K52_1,"Да Вы что? Ух ты, как интересно! А как это Вы так, умудрились стать начальником? Да Вы что? Молодцы! Вообще… А где,где находится вообще ваше транспортный отдел? Мне интересно. А, на втором этаже, да? Вы такой вот молодой, а уже и начальник очень даже необычно как-то. Ну, не знаю. Я Вас, конечно, поздравляю, но просто как-то . Вы знаете, , да мне даже нечего сказать, ну...",удивление,66,1,ух интересно умудриться стать начальник молодец вообще… находиться вообще ваш транспортный отдел интересно второй этаж молодой начальник очень необычно как-то ну знать конечно поздравлять просто как-то знать нечего сказать ну ...
19dec_K51_2,"Меня назначили начальником отдела разработок. . Каким? Главным начальником . Я буду курировать все разработки у нас в компании. Да, нано разработок! Да! . Ну вот так вот. . Этот вопрос ни ко мне. . Да! Главный.",радость,37,1,назначить начальник отдел разработка главный начальник курировать всё разработка компания нано разработка ну вопрос главный
14dec_K22_2_p2,"Ой как жалко. Ой, Влад, как жалко. Вы же вместе были столько лет. Неужели не мог чуть чуть попозже уволиться. У вас же проект совместный. ",грусть,25,-1,ой жалко ой влад жалко вместе столько год неужели мочь поздний уволиться проект совместный
19dec_D51_1,"Фу. И что вот у них прям. Фу да блин, надо… А они живыми едят их?  Подожди… А там зелёные с кишками…",отвращение,22,-1,фу прям фу блин надо… живой подожди… зелёный кишками…
14dec_D65_1,"Какой теракт? Как? Подожди, у нас же Даша сейчас поехала в центр. Она только-что. Я не знаю, она просто поехала в центр. Ну зачем, зачем мы её отпустили?! Куда? Куда? Она не ориентируется, она могла уйти куда угодно! Она могла оказаться там!",страх,42,-1,теракт подождать даша поехать центр только-что знать просто поехать центр ну её отпустить ориентироваться мочь уйти угодный мочь оказаться
14dec_K11_2,"Мы застряли.А попробуй, попробуй кнопки нажать. Последовательно, подожди, попробуй. Вот, на первую нажми ещё раз. Да не тыкай так. Подожди, вон там кнопка внизу, вот смотри, где диспетчер. Нажми, попробуй. Как не нажимается? Ну попробуй, пропробуй все кнопки нажать по-очередно. Давай первый, второй. Да нажми, успокойся, пожалуйста, Влад. Влад, не паникуй. Влад, подожди, успокойся, пожалуйста, какая астма? Ты ингалятор взял?",страх,60,-1,застряли. попробовать попробовать кнопка нажать последовательно подождать попробовать первый нажать ещё тыкать подождать вон кнопка внизу смотреть диспетчер нажать попробовать нажиматься ну попробовать пропробовать всё кнопка нажать по-очередно давать первый второй нажать успокоиться пожалуйста влад влад паниковать влад подождать успокоиться пожалуйста астма ингалятор взять
15dec_K51_2,"Любовь Алексеевна, меня только что назначили начальником транспортного отдела, представляете! Радость-то какая! Да. Вот только что, вот я иду, все, назначили. Я так мечтал! Где, на четвертом этаже у нас, рядом с вами базируемся, вы чего. Да, я начальник теперь понимаете, я начальник. Пять человек у меня в подчинении, да. Я работаю два месяца, да. Да. Ну а что, я профессионал. Замечательно. Спасибо, спасибо, спасибо, вам. Я счастлив.",радость,68,1,любовь алексеевич назначить начальник транспортный отдел представлять радость-то идти всё назначить мечтать четвёртый этаж рядом базироваться начальник понимать начальник пять человек подчинение работать месяц ну профессионал замечательный спасибо спасибо спасибо счастливый
10dec_D72_2," Как, подожди, как купила? Подожди какая премия? Вам никогда премию не давали. Этого быть не может! Какая Новая Зеландия, мы десять лет туда не можем поехать . Не может быть, ты чего",радость,32,1,подождать купить подождать премия никогда премия давать мочь новый зеландия десять год туда мочь поехать мочь
22dec_K34_1,"Я пахал целый год на этот проект, сидел, я с детьми не виделся, с женой не виделся и … Почему нельзя просто работать? Почему нельзя делать то, что я прошу? Только вот это все вот как-то не качественно, вам не кажется? И вам не кажется, что сегодня из-за вас меня уволили? А из-за кого? Да, пахали, ага. А кто по утрам кофе … ",гнев,63,-1,пахать целый год проект сидеть ребёнок видеться жена видеться … почему нельзя просто работать почему нельзя делать просить всё как-то качественно казаться казаться сегодня из-за уволить из-за пахать ага утро кофе …
19dec_K22_1,"Слышали да? Марья Сергеевна уволилась. Она уехала и, вроде как вообще с концами у неё там с мамой какая-то беда и сидеть некому, ну с мамой всмысле сидеть некому. Ну да. Столько в компанию вложил конечно Да знаете, когда коллектив вообще разваливается это , она конечно да. Но а вы с ней давно были знакомы? лет пять",грусть,57,-1,слышать марья сергеевич уволиться уехать вроде вообще конец мама какой-то беда сидеть некого ну мама всмысл сидеть некого ну столько компания вложить конечно знать коллектив вообще разваливаться конечно давно знакомый год пять
