Name_audio,Transcription,label,text_len,sentiment,cleaned_text
15dec_N11_2_p4,"Шахматы. Ну… Правила игры там. Есть белые фигуры, есть черные. Ну стандартные ходы есть, Е2, Е4. Есть куча разных комбинаций, которые в книжечках записаны, которые можно выполнить. Я лично всегда пользуюсь там, вилкой какой-нибудь стандартной. Ну пешка там, ходит вперед на одну. Ладья или тура ходит прямо. Конь буквой «Г». Офицер или слон наискосок. Ну там остальные фигуры… Могу всех рассказать .",нейтраль,62,0,шахматы ну… правило игра белые фигура чёрный ну стандартный ход е2 е4 куча разный комбинация который книжечка записать который выполнить лично пользоваться вилка какой-нибудь стандартный ну пешка ходить вперёд ладья тур ходить прямо конь буква г офицер слон наискосок ну остальной фигуры… мочь весь рассказать
15dec_N21_1,"Шевченко Любовь, 88 года рождения. Сама из Краснодара. До этого училась в школе, потом закончила первое высшее экономическое. Второе высшее Юридическое. И вот поступила на третье высшее-это актерское. закончил в этом году. До этого занималась модельным бизнесом, ездила за границу, участвовала в работах, показах. Вот, на данный момент работаю, как актриса.",нейтраль,51,0,шевченко любовь 88 год рождение краснодар учиться школа закончить первый высокий экономический второе высокий юридический поступить третий высокий-этот актёрский закончить год заниматься модельный бизнес ездить граница участвовать работа показ данный момент работать актриса
15dec_N21_2,"Дуденков Александр Евгеньевич, родился я девятнадцатого октября, тысяча девятьсот девяносто третьего года, в городе Нижний Новгород, затем проживал в село Починки Нижегородская область, Починковский район. Окончил школу десять классов, учился в МТУ имени Стенгеева город Нижний Новгород два года, затем окончил ВГИК Мастерская Александра Михайлова.",нейтраль,45,0,дуденков александр евгениевич родиться девятнадцатый октябрь тысяча девятьсот девяносто третий год город нижний новгород затем проживать село починка нижегородский область починковский район окончить школа десять класс учиться мту имя стенгеев город нижний новгород год затем окончить вгик мастерская александр михайлов
16dec_D11_1,"Ну как он мог. Во первых! Хорошо. Остановись. Остановись. Во первых это самолет не тот, на котором мы должны были полететь. Это другой самолет! И процент того что это будет тот-же Что наш самолет упадет очень, крайне мал! Если ",гнев,39,-1,ну мочь первый хорошо остановиться остановиться первый самолёт который должный полететь самолёт процент тот-же наш самолёт упасть очень крайне маленький
16dec_D11_2,"Вов, я посмотрела сегодня новости. В новостях упал тот самолет, на которым мы собрались с тобой лететь в Новую зеландию. Я никуда не полечу! Там погибли все люди, которые там были. Ты понимаешь? Это наша жизнь! Тебе 20 лет, мне 20. И я не хочу никуда умирать. Я хочу еще жить. Вов, я никуда не полечу. К тому же там лежали останки людей, ты понимаешь? Оторвана нога чья-то, валялась, я это увидела все, Вова. А если мы сами разобьемся? Вов. Но он летел туда! Вова, сейчас много таких катастроф! Я никуда с тобой не полечу! Я не хочу!",страх,98,-1,вов посмотреть сегодня новость новость упасть самолёт который собраться лететь новый зеландия никуда полечить погибнуть всё человек который понимать наш жизнь 20 год 20. хотеть никуда умирать хотеть ещё жить вов никуда полечить лежать останки человек понимать оторвать нога чей-то валяться увидеть всё вова разбиться вов лететь туда вова катастрофа никуда полечить хотеть
16dec_D12_1,"Да ну что за глупости? Ну почему не полетишь? Ну ты понимаешь, если один самолёт упал в этом же направлении, то очень крайний процент, то что он упадёт снова в этом же направлении... Очень маленький. Ну. Ну. Да перестань это глупо, понимаешь, это глупо - бояться? Ну это понимаешь на машине скорее. Скорее ты на машине разобьёшься, либо на поезде, либо утонешь на корабле, но на самолёте... Пожалуйста не надо. И что. Та это кругом везде, ты можешь выйти сейчас на улицу и то же самое ты увидишь. И что?",гнев,90,-1,ну глупость ну почему полететь ну понимать самолёт упасть направление очень крайний процент упасть снова направление ... очень маленький ну ну перестать глупо понимать глупо бояться ну понимать машина скорее скорее машина разбиться либо поезд либо утонуть корабль самолёт ... пожалуйста кругом везде мочь выйти улица самый увидеть
16dec_D12_2,"Вов, я сегодня посмотрела новости. В новостях передали, что упал самолет. Самолет из Москвы в Новую Зеландию. Я! Мы с тобой собираемся в эту поездку. Ты знаешь, я не полечу, потому что мне страшно! Крайний процент! Но сейчас в мире, в мире сейчас очень много катастроф. Вов пойми, пожалуйста, я очень хочу с тобой туда полететь! Я хочу отдохнуть, но давай мы выберем другой маршрут? Я. . Это не глупо, потому что очень много таких катастроф. Я посмотрела, там. Там лежали останки людей, оторванная рука, оторванная нога. Ты понимаешь? Они все были в крови. Это как? ты понимаешь? Миллион! Я не знаю сколько человек было на борту, но это был боинг. значит там было больше ста человек. И они все погибли",страх,121,-1,вов сегодня посмотреть новость новость передать упасть самолёт самолёт москва новый зеландия собираться поездка знать полечить страшно крайний процент мир мир очень катастрофа вов понять пожалуйста очень хотеть туда полететь хотеть отдохнуть давать выбрать маршрут я. глупо очень катастрофа посмотреть лежать останки человек оторвать рука оторвать нога понимать всё кровь понимать миллион знать сколько человек борт боинг значит большой сто человек всё погибнуть
16dec_D13_1," Да ,какой самолет? Послушай меня, успокойся . Это каждый раз . Я, тебя очень прощу , перестань паниковать , успокойся . Это из-за дня в день , куда бы мы не собрались . Перестань немедленно . Я, мы с тобой больше никуда не полетим . Ты слышишь меня? Мы больше никуда не полетим , никуда не поедем . ",гнев,58,-1,самолёт послушать успокоиться каждый очень простить перестать паниковать успокоиться из-за день день собраться перестать немедленно большой никуда полететь слышать большой никуда полететь никуда поехать
16dec_D13_2,"Вов, я никуда не полечу, завтра. Я очень прошу, что бы мы все отменили эту поездку. Потому что сегодня упал это самолет, опять, в очередной раз. Они постоянно падают! Я не хочу никуда лететь! Вова мы никуда не полетим! Потому что там погибли все люди, которые были на этом борту! Вова я никуда не поеду ! Это очень страшно, это очень опасно! Мы можем никуда… не вернуться сюда никогда в жизни! Я не могу перестать паниковать! Мы никуда с тобой не полетим! Я всех отговорю, что бы мы никуда не летели! Я вам тоже не позволю никуда лететь! Потому что мы упадем! Разобьемся!",страх,103,-1,вов никуда полечить завтра очень просить всё отменить поездка сегодня упасть самолёт очередной постоянно падать хотеть никуда лететь вова никуда полететь погибнуть всё человек который борт вова никуда поехать очень страшно очень опасно мочь никуда… вернуться сюда никогда жизнь мочь перестать паниковать никуда полететь весь отговорить никуда лететь позволить никуда лететь упасть разбиться
16dec_D14_1," Я тебя очень прошу,немедленно перестань. Не нужно паниковать,я тебя очень прошу. Мы сейчас сядем,возьмём успокоимся и.. Да это всё ерунда,пойми. Ну это.. Пойми,да крайне мала вероятность того,что самолёт заново упадёт,снова. Да они каждый день умирают,люди. То там,то здесь. Ты хочешь сидеть дома целыми днями,да? И что? А в магазин ты не ходишь? А машина тебя собъёт! Что?! Постой,успокойся! Мы нормально,там абсолютно безопасная компания. Это нормально. У неё очень... ",гнев,68,-1,очень просить немедленно перестать нужно паниковать очень просить сесть взять успокоиться .. всё ерунда понять ну .. понять крайне маленький вероятность самолёт заново упасть снова каждый день умирать человек хотеть сидеть дом целый день магазин ходить машина собъуть постоять успокоиться нормально абсолютно безопасный компания нормально очень ...
16dec_D14_2,"Вов, сегодня по радио говорили, что опять упал этот самолет. Вов, я завтра никуда не полечу, я всех вас прошу, чтобы мы остались дома и поехали куда-нибудь вон в подмосковье и там покатались с горки. Но нет, нет, нет, нет. Не, не, я, мы никуда не полетим. Там все люди убились, они все погибли, ты понимешь это? Каждый день. Они умирают каждый день, ты тоже хочешь умереть, я не хочу, я не хочу чтобы мы. Не дома. Нет, подожди, в это я хожу в магазин, машины, мы на земле, а это в воздухе, ты понимаешь? Умерли все люди, понимаешь все погибли люди. ",страх,102,-1,вов сегодня радио говорить упасть самолёт вов завтра никуда полечить весь просить остаться дом поехать куда-нибудь вон подмосковье покататься горка никуда полететь всё человек убиться всё погибнуть пониместь каждый день умирать каждый день хотеть умереть хотеть хотеть дом подождать ходить магазин машина земля воздух понимать умереть всё человек понимать всё погибнуть человек
16dec_D21_1,"Я еду завтра! В Папуасию. Я В смысле ? К папуасам Да!Да!Да! Мы едем к папуасам?! Серьёзно?! Обалденно! Слушай, эта экскурсия это вообще супер, я не знаю ! Блин! Как круто! Да! ! Супер! А ты тоже…ты точно уверена что хочешь к папуасам? Ты…Супер. Ваще! Это классно ! ! ",радость,49,1,еда завтра папуасий смысл папуас ехать папуас серьёзно обалденный слушать экскурсия вообще супер знать блин круто супер тоже…т точно уверить хотеть папуас ты…супер ващий классно
16dec_D21_2,"Куда ты хотел попасть в Новой Зеландии? К папуасам хотел? В общем, Вов, мы попадем туда! Да мы попадем туда, мы сразу как только прилетим, мы поселимся в гостинице и сразу у нас в это же день будет экскурсия в это племя новых папуасов. Да. Ты рад? Круто, круто, круто. Да, да мы все туда попадаем.",радость,56,1,хотеть попасть новый зеландия папуас хотеть общий вов попасть туда попасть туда сразу прилететь поселиться гостиница сразу день экскурсия племя новый папуас рад круто круто круто всё туда попадать
16dec_D22_1,"Чего,  ? Мы завтра… Мы едем, мы едем завтра? Да, мы едем, куда мы? На Огненную Землю, да! На чём? На северных собаках! Боже, я же так хотел кататься на северных собаках . Это так прекрасно, это супер, нет, это просто . Как хорошо, да, блин. Блин, огненные собаки, Огненная Земля, северные зимние. А олени будут? Олени там будут? А! Олени, господи ! ",радость,63,1,завтра… ехать ехать завтра ехать огненный земля северный собака бог хотеть кататься северный собака прекрасно супер просто хорошо блин блин огненный собака огненный земля северный зимний олень олень олень господь
16dec_D22_2,"Вов, в общем, я купила билет на самолет! Мы завтра летим на Огненную Землю, на Огненную Землю и там будем кататься на северных собаках! Да! Да, я то как хотела! Ты рад? Господи, как я рада! Хорошо, что ты рад. Мы туда сразу прилетим, поселимся в гостинице и сразу пойдем к этим собакам. Господи, они такие классные! И олени будут, но самое главное — это северные собаки. Боже мой, я так хотела!",радость,72,1,вов общий купить билет самолёт завтра лететь огненный земля огненный земля кататься северный собака хотеть рад господь рада хорошо рад туда сразу прилететь поселиться гостиница сразу пойти собака господь классный олень самый главное северный собака бог хотеть
16dec_D23_1,"Чё. Да. Да. Чего, где? Да ладно, чё? Афигеннно просто. Ты серьезно? То есть, дом? Афигеть просто! Да это не важно вообще если там рядом океан, это так круто. Ты представляешь, как каждое утро просто можно выходить и встречать рассвет. Обалденно, слушай. Сколько там можно всего. Ваще круто. А там магазин рядом? ",радость,52,1,ладный афигеннный просто серьёзно дом афигеть просто важно вообще рядом океан круто представлять каждый утро просто выходить встречать рассвет обалденный слушать сколько весь ващий круто магазин рядом
16dec_D23_2,"В общем Вов, ты знаешь. Мы летим, всё нормально. Жить мы будем, я тебе сейчас скажу, не там где мы запланировали. Да. Я позвонила в нашу компанию и они сказали что есть возможность снять дом с видом на океан! Прямо Там. Подожди. В двухстах метров от океана уже! Да! Двухэтажный дом. Мы там будем жить ну три человека, примерно, на верху, три человека внизу. Каждое утро, да. Мы будем просыпаться и сразу вид открывается на этот безграничный, огромный океан. ",радость,79,1,общий вов знать лететь всё нормально жить сказать запланировать позвонить наш компания сказать возможность снять дом вид океан прямо подождать двести метр океан двухэтажный дом жить ну человек примерно верх человек внизу каждый утро просыпаться сразу вид открываться безграничный огромный океан
16dec_D24_1,"И че? Слушай, обалдеть! Ты серьезно сейчас говоришь об этом? Офигенно! Слушай, то есть там возле… вышел и сразу пошел по песку? Блин, офигеть! Слушай, я оттуда вообще уходить не буду. То есть можно вообще там просто, блин. Офигеть! На берегу океана... Слушай…А там что-то рядом есть? Что-то рядом есть? Или никого вообще? Вообще никого? Блин, офигеть!",радость,57,1,че слушать обалдеть серьёзно говорить офигенно слушать возле… выйти сразу пойти песок блин офигеть слушать оттуда вообще уходить вообще просто блин офигеть берег океан ... слушай… что-то рядом что-то рядом никто вообще вообще никто блин офигеть
16dec_D24_2,"Вов, в общем. Звонила я вчера в нашу туристическую компанию. Они сказали что есть возможность специально для нас, Снять дом прямо на берегу океана! В двухстах метрах от воды буквально. Да! Мы будем жить в этом большом достаточно большом доме прямо с видом на океан! Пальмы, песок. Да буквально вот выпрыгни из окна и уже ты в воде! Да! Мы две недели будем жить в доме на берегу океана! Да! ТЫ представляешь мы открываем. Ты утром просыпаешься, открываешь занавески и тут шум. Нет, ну может быть кто-то есть конечно. Какие-нибудь животные. ",радость,91,1,вов общий звонить вчера наш туристический компания сказать возможность специально снять дом прямо берег океан двести метр вода буквально жить большой достаточно большой дом прямо вид океан пальма песок буквально выпрыгнуть окно вода неделя жить дом берег океан представлять открывать утром просыпаться открывать занавеска шум ну мочь кто-то конечно какой-нибудь животное
16dec_D31_1,"Да. Привет. Все-таки не получится? Блин, а че? Почему? То есть. Я понял да. Можешь не рассказывать. Я понял да. Слушай ну я не знаю может как-то там. А никто не может остаться, вместо тебя? Хотя не, я понимаю. У тебя с таким состоянием лететь куда-то, конечно, да. Ну, ты не переживай. Как-то ну ",грусть,54,-1,привет всё-таки получиться блин че почему понять мочь рассказывать понять слушать ну знать мочь как-то никто мочь остаться вместо хотя понимать состояние лететь куда-то конечно ну переживать как-то ну
16dec_D31_2,"Вов, привет. Слушай, в общем у меня такая новость. Я не полечу с вами. Ну, у меня, у бабушки совсем тяжелое состояние стало. В общем. Да. Да не, там даже.",грусть,30,-1,вов привет слушать общий новость полечить ну бабушка совсем тяжёлый состояние стать общий
16dec_D32_1,"Слушай. Да, да ты что такое говоришь ! Серьёзно что ли? Блин… Да как же! Ну может всё-таки это ерунда и там… И там же говорили какие-то лекарства хорошее прописали из Германии, нет? Может нам всем не ехать…Может тебе нужна поддержка можем тоже отказаться и остаться если хочешь. Но как мы будем там веселиться и … ну если мы давно планировали. Так давай, можем перенести наверное…",грусть,66,-1,слушать говорить серьёзно блин… ну мочь всё-таки ерунда там… говорить какой-то лекарство хороший прописать германия мочь весь ехать…мочь нужный поддержка мочь отказаться остаться хотеть веселиться … ну давно планировать давать мочь перенести наверное…
16dec_D32_2,"Вов, в общем, я все-таки не смогу поехать с вами, у меня завтра… Да, да. Сегодня позвонили, вот буквально утром позвонили из больницы и сказали, что бабушке стало еще хуже и в общем, мы все должны быть рядом с ней, потому что счет идет буквально на дни и … ну я должна быть просто здесь. Да, конечно, серьезно. Я, я очень хочу конечно поехать, но обстоятельства сильнее. Да нет, да какая там ерунда, ты че? Тут уже вряд ли что-то поможет. Тем более лекарства, поэтому мы должны быть просто рядом с ней, сейчас, в этот трудный момент. А в Зеландию… Да нет, Вов, Вов, нет, вы конечно летите, потому что ну мы давно это планировали все. Ну слетаете, а потому мы через года 2 еще раз… Да нет, Вов, Вов, Вы летите и все будет нормально. ",грусть,136,-1,вов общий всё-таки смочь поехать завтра… сегодня позвонить буквально утром позвонить больница сказать бабушка стать ещё плохой общий всё должный рядом счёт идти буквально день … ну должный просто конечно серьёзно очень хотеть конечно поехать обстоятельство сильный ерунда че вряд что-то помочь лекарство поэтому должный просто рядом трудный момент зеландию… вов вов конечно лететь ну давно планировать всё ну слетать год 2 ещё раз… вов вов лететь всё нормально
16dec_D33_1,"Как так? Это очень печально слушай извини, конечно. Да не не не нужно, все понял, слушай ну как-то, да не, ну правда не переживай, я не знаю. Я , а может перенесем поездку я не слушай ну мы же так долго планировали и как бы без тебя это будет не тот праздник. Я я все понимаю, конечно, да . А как же ну там и лекарства, вроде были хорошими может . Ну да. Ну попрощайся с дедом и лети с нами .",грусть,82,-1,очень печально слушать извинить конечно нужно всё понять слушать ну как-то ну правда переживать знать мочь перенести поездка слушать ну долго планировать праздник всё понимать конечно ну лекарство вроде хороший мочь ну ну попрощаться дед лететь
16dec_D33_2,"Вов, в общем, я все-таки не смогу полететь завтра в Новую Зеландию. Позвонили сегодня из больницы, деду стало еще хуже, чем было и мы всей семьей решили, что нам нужно остаться, побыть рядом с ним. Ну потому что у него там буквально на считанные дни… Я боюсь конечно об этом говорить. Да нет, вы че? Вы летите… Да я понимаю все, но я просто я должна остаться здесь. Просто должна быть здесь и все. Да и лекарства они уже не помогают, да даже дело не в этом. Да это вряд ли поможет, поэтому ",грусть,93,-1,вов общий всё-таки смочь полететь завтра новый зеландия позвонить сегодня больница дед стать ещё плохой весь семья решить нужно остаться побыть рядом ну буквально считать дни… бояться конечно говорить че летите… понимать всё просто должный остаться просто должный всё лекарство помогать дело вряд помочь поэтому
16dec_D41_1,"Кать, привет. Слушай, я че то забегался, правда, я там должен был взять билеты, я сегодня звонил, я не знаю, что то никаких билетов нет. Да я понимаю, это моя вина. Нет билетов сейчас на самолет в эту дату. И в ближайшую неделю тоже, там все занято. Купили путевки, но… Я, я понимаю, но правда… я, я виноват, серьезно, я, я беру на себя вину. Бывает все в жизни, согласись. Ну. Я… Может быть так оно и есть. Да я как то потерялся. Да не ходил я по клубам. Да просто. Да нет. Я не то, чтобы я.",грусть,98,-1,катя привет слушать че забегаться правда должный взять билет сегодня звонить знать никакой билет понимать вино билет самолёт дата близкий неделя всё занятый купить путёвка но… понимать правда… виноватый серьёзно брать вина бывать всё жизнь согласиться ну я… мочь оно потеряться ходить клуб просто
16dec_D41_2,"Да, привет. Чего? Каких билетов нет? Ты с ума сошел? Мы эти путевки когда купили? А билеты, Вов, я тебе это поручила месяц назад! Если не больше. Вов, ты с ума сошел? Ты хоть понимаешь, что ты сейчас говоришь? Ты не купил билеты! Почему тебе ничего нельзя поручить? Ты думаешь только о себе! Чем ты занимался в это время? По клубам ходил? А куда еще ты? Может быть ты еще куда то съездил отдохнуть, а? Вова, ты прекрасно знаешь, что все наши отпуска подстроены именно под эту дату. Почему ты не взял эти билеты? Ты лентяй? Ты забыл? Ты не думаешь ни о ком, кроме себя. Ты эгоистичный!",гнев,108,-1,привет билет ум сойти путёвка купить билет вов поручить месяц назад большой вов ум сойти понимать говорить купить билет почему нельзя поручить думать заниматься время клуб ходить ещё мочь ещё съездить отдохнуть вова прекрасно знать всё наш отпуск подстроить именно дата почему взять билет лентяй забыть думать кроме эгоистичный
16dec_D42_1,"Кать, я не смог билеты купить, прости. Я, чет затянул и.Не было билетов. И на самом деле наверное не будет. Я не купил билеты. Я очень виноват. Я знаю, я очень виноват, признаю да. Я не знаю. Чем я занимался? Мне чертовски жаль. Я согласен, да. Кать. Катя прости меня, пожалуйста. Я очень виноват. Я очень виноват. Сильно. Я, я, я облажался.",грусть,62,-1,катя смочь билет купить простить чета затянуть и.ич билет дело наверное купить билет очень виноватый знать очень виноватый признавать знать заниматься чертовски жаль согласный катя катя простить пожалуйста очень виноватый очень виноватый сильно облажаться
16dec_D42_2,"Чего?! Вов, ты больной? Какие? Ты не купил билеты?! Ты. Ты прекрасно знаешь, что все наши отпуска подстроены под эту дату. Ты чем занимался в это время? Вова, чем ты занимался в это время? Ты не мог, потратить своих каких-то там пол часа, чтобы доехать и купить эти гребаные билеты? Вова, тебе никогда ничего нельзя поручать, потому что ты безответственный маменькин сынок, ты понял это?! Почему ты не сделал этого?! У тебя было полно времени, ты не работаешь! ",гнев,78,-1,вов больной купить билет прекрасно знать всё наш отпуск подстроить дата заниматься время вова заниматься время мочь потратить свой какой-то пол час доехать купить грёбаный билет вова никогда нельзя поручать безответственный маменькин сынок понять почему сделать полно время работать
16dec_D43_1,"Кать, я очень виноват, я не смог купить билеты… я знаю, что я знаю, что… да…. Прости, пожалуйста. Ребята, ребята, извините меня, я.. Да я знаю… Я не знаю, я думал они будут. Ну почему… Я потратил ваши деньги. Да, я потратил ваши деньги. Я отдам вам деньги, ничего страшного... Прости меня...",грусть,52,-1,катя очень виноватый смочь купить билеты… знать знать что… да… простить пожалуйста ребята ребята извинить .. знаю… знать думать ну почему… потратить ваш деньга потратить ваш деньга отдать деньга страшный ... простить ...
16dec_D43_2," Я так и знала, а, ты посмотри. Я тебе это задание поручила еще полтора месяца назад. Вов, ты ничем не занимался. Вова, мы все торчим на работе с восьми до восьми вечера, у нас полно дел. Ты один свободный, ты на что потратил это время? Ты на что? Я еще не удивлюсь, если ты потратил наши деньги, которые мы тебе дали на билеты. Вова, ты безответственный маменькиный сынок. Тебе нужно пойти в армию, ты понял это? ",гнев,76,-1,знать посмотреть задание поручить ещё полтора месяц назад вов ничто заниматься вова всё торчать работа восемь восемь вечер полно дело свободный потратить время ещё удивиться потратить наш деньга который дать билет вова безответственный маменькиный сынок нужно пойти армия понять
16dec_D51_1,"Слушай, а что там? Ну, и что? А зачем? ",отвращение,9,-1,слушать ну
16dec_D51_2,"В Китае посмотрела передачу. В Китае ужасно противная еда. Ты открываешь эту лапшу вок, ты представляешь, ты её открываешь и там вместе с этой лапшой вот так вот вертится. Вот так вот. Вот так вот ползают эти червяки и люди это едят. Они не замечают этих червяков, берут эти палочки, кладут в рот, и там их разжевывают. А как готовятся эти блюда. Эти повара не моют руки перед приготовлением, они достают эту лапшу полуготовую, которая была приготовлена месяц назад и кладут их в блюда.",отвращение,84,-1,китай посмотреть передача китай ужасно противный еда открывать лапша вок представлять её открывать вместе лапша вертеться ползать червяк человек замечать червяк брать палочка класть рот разжёвывать готовиться блюдо повар мыть рука приготовление доставать лапша полуготовый который приготовить месяц назад класть блюдо
16dec_D52_1," Фу И че? Ой Фу,слушай сейчас меня.. Слушай,меня тошнит уже,перестань пожалуйста,я тебя умоляю. ",отвращение,13,-1,фу че ой фу слушать .. слушать тошнить перестать пожалуйста умолять
16dec_D52_2,"В Китае такие блюда ужасные. Там червяки прямо в блюдах. Такие скользкие. У них такие зубы ещё торчат. Такие ужасные. Какие-то клешни. Они прямо лежат, в этой тарелке. И ты их берешь. Ты их не замечаешь. А какие они все противные. У них слизь, такая зеленая, противная слизь. И повара это не готовят. Это прям сырое кладют тебе на тарелку. И ты должен это… А другой еды нет. Там только улитки эти лямбли. Которые прямо в тарелке лежат. Откуда они вышли. Откуда они появились. Они такие длинные и сколькие. И их много. И кладут вместо лапши. Ты даже не почувствуешь разницы. ",отвращение,101,-1,китай блюдо ужасный червяк прямо блюдо скользкий зуб ещё торчать ужасный какой-то клешня прямо лежать тарелка брать замечать всё противный слизь зелёный противный слизь повар готовить прям сырой кладть тарелка должный это… еда улитка лямбль который прямо тарелка лежать откуда выйти откуда появиться длинный сколький класть вместо лапша почувствовать разница
16dec_D53_1,"Фу. Фу. Фу, какая гадость. ",отвращение,5,-1,фу фу фу гадость
16dec_D53_2,"Вов, в Китае подают ужасную, там кладут в тарелки живых лямблий, живых червяков, слизней, которые скользкие, они их вытаскивают прямо из канализации и кладут тебе в тарелку. Они их даже не моют, не готовят, да ладно готовить и ты все это ешь, а для китайцев это нормально. У них такие зубы скользкие, слюни текут, вот эти малюсенькие клешни, лямблии, они, ты их берешь, кладешь в рот и они там тебя целяют за щеки, за нёбо и они могу даже укусить твой язык, а ты это все жуешь, жуешь. ",отвращение,88,-1,вов китай подавать ужасный класть тарелка живой лямблия живой червяк слизень который скользкий вытаскивать прямо канализация класть тарелка мыть готовить ладный готовить всё китаец нормально зуб скользкий слюни течь малюсенький клешня лямблия брать класть рот целять щека нёбо мочь укусить твой язык всё жевать жевать
